UNITID,Pop_Code,Total_Pop,Fully_online,Partially_Online,No_online,Population,Year
108852,3,112,,,112,,2024
108861,1,108,69,39,0,All Students,2024
108861,2,17,9,8,0,Undergrad,2024
108861,3,17,9,8,0,,2024
108861,12,91,60,31,0,Graduate,2024
108870,1,379,,,379,All Students,2024
108870,12,379,,,379,Graduate,2024
108977,1,334,,,334,All Students,2024
108977,2,334,,,334,Undergrad,2024
108977,3,334,,,334,,2024
109040,1,2168,0,461,1707,All Students,2024
109040,2,2168,0,461,1707,Undergrad,2024
109040,3,2168,0,461,1707,,2024
109208,1,30462,13443,6434,10585,All Students,2024
109208,2,30462,13443,6434,10585,Undergrad,2024
109208,3,25621,9896,6124,9601,,2024
109208,11,4841,3547,310,984,,2024
109350,1,13532,3110,4196,6226,All Students,2024
109350,2,13532,3110,4196,6226,Undergrad,2024
109350,3,11534,2489,3934,5111,,2024
109350,11,1998,621,262,1115,,2024
109651,1,2308,28,793,1487,All Students,2024
109651,2,2038,3,770,1265,Undergrad,2024
109651,3,2017,3,768,1246,,2024
109651,11,21,0,2,19,,2024
109651,12,270,25,23,222,Graduate,2024
109721,1,315,,,315,All Students,2024
109721,2,315,,,315,Undergrad,2024
109721,3,315,,,315,,2024
109785,1,6272,979,2334,2959,All Students,2024
109785,2,2759,195,1021,1543,Undergrad,2024
109785,3,2759,195,1021,1543,,2024
109785,12,3513,784,1313,1416,Graduate,2024
109819,1,30746,7554,8712,14480,All Students,2024
109819,2,30746,7554,8712,14480,Undergrad,2024
109819,3,17280,4751,5672,6857,,2024
109819,11,13466,2803,3040,7623,,2024
109907,1,3226,2610,454,162,All Students,2024
109907,2,3226,2610,454,162,Undergrad,2024
109907,3,2657,2079,433,145,,2024
109907,11,569,531,21,17,,2024
109934,1,341,0,62,279,All Students,2024
109934,2,341,0,62,279,Undergrad,2024
109934,3,341,0,62,279,,2024
110060,1,263,13,250,0,All Students,2024
110060,2,205,7,198,0,Undergrad,2024
110060,3,205,7,198,0,,2024
110060,12,58,6,52,0,Graduate,2024
110097,1,5434,1227,1579,2628,All Students,2024
110097,2,3481,247,1219,2015,Undergrad,2024
110097,3,3474,245,1218,2011,,2024
110097,11,7,2,1,4,,2024
110097,12,1953,980,360,613,Graduate,2024
110194,1,307,,,307,All Students,2024
110194,2,307,,,307,Undergrad,2024
110194,3,307,,,307,,2024
110219,1,2519,2519,0,0,All Students,2024
110219,2,2512,2512,0,0,Undergrad,2024
110219,3,2506,2506,0,0,,2024
110219,11,6,6,0,0,,2024
110219,12,7,7,0,0,Graduate,2024
110246,1,10968,2744,3933,4291,All Students,2024
110246,2,10968,2744,3933,4291,Undergrad,2024
110246,3,8890,2389,3788,2713,,2024
110246,11,2078,355,145,1578,,2024
110316,1,1874,974,411,489,All Students,2024
110316,2,38,38,0,0,Undergrad,2024
110316,3,38,38,0,0,,2024
110316,12,1836,936,411,489,Graduate,2024
110334,1,9457,2503,4013,2941,All Students,2024
110334,2,9457,2503,4013,2941,Undergrad,2024
110334,3,8002,1962,3739,2301,,2024
110334,11,1455,541,274,640,,2024
110361,1,11902,3062,3939,4901,All Students,2024
110361,2,8417,1820,3175,3422,Undergrad,2024
110361,3,8179,1593,3173,3413,,2024
110361,11,238,227,2,9,,2024
110361,12,3485,1242,764,1479,Graduate,2024
110370,1,1308,1,41,1266,All Students,2024
110370,2,1004,0,0,1004,Undergrad,2024
110370,3,990,0,0,990,,2024
110370,11,14,0,0,14,,2024
110370,12,304,1,41,262,Graduate,2024
110398,1,1195,62,378,755,All Students,2024
110398,12,1195,62,378,755,Graduate,2024
110404,1,2430,,,2430,All Students,2024
110404,2,987,,,987,Undergrad,2024
110404,3,987,,,987,,2024
110404,12,1443,,,1443,Graduate,2024
110413,1,3351,225,281,2845,All Students,2024
110413,2,2297,36,19,2242,Undergrad,2024
110413,3,2296,36,19,2241,,2024
110413,11,1,0,0,1,,2024
110413,12,1054,189,262,603,Graduate,2024
110422,1,23069,127,7947,14995,All Students,2024
110422,2,22033,62,7879,14092,Undergrad,2024
110422,3,21996,61,7874,14061,,2024
110422,11,37,1,5,31,,2024
110422,12,1036,65,68,903,Graduate,2024
110468,1,4530,2811,102,1617,All Students,2024
110468,2,391,382,9,0,Undergrad,2024
110468,3,391,382,9,0,,2024
110468,12,4139,2429,93,1617,Graduate,2024
110486,1,10419,1212,5881,3326,All Students,2024
110486,2,8865,910,5328,2627,Undergrad,2024
110486,3,8577,868,5327,2382,,2024
110486,11,288,42,1,245,,2024
110486,12,1554,302,553,699,Graduate,2024
110495,1,9724,1332,5603,2789,All Students,2024
110495,2,8455,1012,5157,2286,Undergrad,2024
110495,3,8385,991,5154,2240,,2024
110495,11,70,21,3,46,,2024
110495,12,1269,320,446,503,Graduate,2024
110510,1,18492,2456,11625,4411,All Students,2024
110510,2,15365,1797,10492,3076,Undergrad,2024
110510,3,15023,1674,10485,2864,,2024
110510,11,342,123,7,212,,2024
110510,12,3127,659,1133,1335,Graduate,2024
110529,1,27636,742,14977,11917,All Students,2024
110529,2,25255,539,14487,10229,Undergrad,2024
110529,3,25042,465,14481,10096,,2024
110529,11,213,74,6,133,,2024
110529,12,2381,203,490,1688,Graduate,2024
110538,1,15257,2599,8894,3764,All Students,2024
110538,2,13792,2084,8410,3298,Undergrad,2024
110538,3,13631,1971,8394,3266,,2024
110538,11,161,113,16,32,,2024
110538,12,1465,515,484,466,Graduate,2024
110547,1,15182,2003,6896,6283,All Students,2024
110547,2,12632,1293,6667,4672,Undergrad,2024
110547,3,12538,1238,6659,4641,,2024
110547,11,94,55,8,31,,2024
110547,12,2550,710,229,1611,Graduate,2024
110556,1,24427,855,13004,10568,All Students,2024
110556,2,21954,695,12025,9234,Undergrad,2024
110556,3,21605,670,12002,8933,,2024
110556,11,349,25,23,301,,2024
110556,12,2473,160,979,1334,Graduate,2024
110565,1,43662,3776,23263,16623,All Students,2024
110565,2,38760,2741,22462,13557,Undergrad,2024
110565,3,38546,2716,22460,13370,,2024
110565,11,214,25,2,187,,2024
110565,12,4902,1035,801,3066,Graduate,2024
110574,1,12326,4497,5436,2393,All Students,2024
110574,2,9909,3533,4728,1648,Undergrad,2024
110574,3,9809,3447,4720,1642,,2024
110574,11,100,86,8,6,,2024
110574,12,2417,964,708,745,Graduate,2024
110583,1,42003,2404,20273,19326,All Students,2024
110583,2,36082,1461,18702,15919,Undergrad,2024
110583,3,35924,1406,18676,15842,,2024
110583,11,158,55,26,77,,2024
110583,12,5921,943,1571,3407,Graduate,2024
110592,1,23163,1217,10921,11025,All Students,2024
110592,2,19586,1076,10104,8406,Undergrad,2024
110592,3,19562,1070,10099,8393,,2024
110592,11,24,6,5,13,,2024
110592,12,3577,141,817,2619,Graduate,2024
110608,1,38313,2866,19186,16261,All Students,2024
110608,2,32756,1662,18198,12896,Undergrad,2024
110608,3,32691,1654,18188,12849,,2024
110608,11,65,8,10,47,,2024
110608,12,5557,1204,988,3365,Graduate,2024
110617,1,31943,2090,15902,13951,All Students,2024
110617,2,28820,1624,15088,12108,Undergrad,2024
110617,3,28350,1532,15071,11747,,2024
110617,11,470,92,17,361,,2024
110617,12,3123,466,814,1843,Graduate,2024
110635,1,45882,1793,7867,36222,All Students,2024
110635,2,33070,60,6233,26777,Undergrad,2024
110635,3,33068,60,6233,26775,,2024
110635,11,2,0,0,2,,2024
110635,12,12812,1733,1634,9445,Graduate,2024
110644,1,40065,336,4339,35390,All Students,2024
110644,2,32273,59,4011,28203,Undergrad,2024
110644,3,32253,59,4011,28183,,2024
110644,11,20,0,0,20,,2024
110644,12,7792,277,328,7187,Graduate,2024
110653,1,37297,614,12862,23821,All Students,2024
110653,2,30204,354,12255,17595,Undergrad,2024
110653,3,30197,354,12255,17588,,2024
110653,11,7,0,0,7,,2024
110653,12,7093,260,607,6226,Graduate,2024
110662,1,47335,785,5535,41015,All Students,2024
110662,2,33475,42,4946,28487,Undergrad,2024
110662,3,33475,42,4946,28487,,2024
110662,12,13860,743,589,12528,Graduate,2024
110671,1,26384,263,9377,16744,All Students,2024
110671,2,22600,147,9296,13157,Undergrad,2024
110671,3,22593,143,9296,13154,,2024
110671,11,7,4,0,3,,2024
110671,12,3784,116,81,3587,Graduate,2024
110680,1,44256,236,7655,36365,All Students,2024
110680,2,34955,104,7056,27795,Undergrad,2024
110680,3,34948,104,7054,27790,,2024
110680,11,7,0,2,5,,2024
110680,12,9301,132,599,8570,Graduate,2024
110699,1,3007,8,837,2162,All Students,2024
110699,12,3007,8,837,2162,Graduate,2024
110705,1,26133,57,1195,24881,All Students,2024
110705,2,23181,57,1162,21962,Undergrad,2024
110705,3,23113,19,1161,21933,,2024
110705,11,68,38,1,29,,2024
110705,12,2952,0,33,2919,Graduate,2024
110714,1,19938,166,5098,14674,All Students,2024
110714,2,17940,165,5088,12687,Undergrad,2024
110714,3,17940,165,5088,12687,,2024
110714,12,1998,1,10,1987,Graduate,2024
110778,1,1145,5,1140,0,All Students,2024
110778,2,5,5,0,0,Undergrad,2024
110778,3,5,5,0,0,,2024
110778,12,1140,0,1140,0,Graduate,2024
110875,1,122,,,122,All Students,2024
110875,2,122,,,122,Undergrad,2024
110875,3,122,,,122,,2024
111045,1,123,1,92,30,All Students,2024
111045,2,38,0,8,30,Undergrad,2024
111045,3,28,0,8,20,,2024
111045,11,10,0,0,10,,2024
111045,12,85,1,84,0,Graduate,2024
111054,1,98,,,98,All Students,2024
111054,2,98,,,98,Undergrad,2024
111054,3,98,,,98,,2024
111081,1,1277,,,1277,All Students,2024
111081,2,868,,,868,Undergrad,2024
111081,3,860,,,860,,2024
111081,11,8,,,8,,2024
111081,12,409,,,409,Graduate,2024
111188,1,837,33,138,666,All Students,2024
111188,2,804,0,138,666,Undergrad,2024
111188,3,804,0,138,666,,2024
111188,12,33,33,0,0,Graduate,2024
111391,1,650,7,357,286,All Students,2024
111391,12,650,7,357,286,Graduate,2024
111434,1,6625,303,494,5828,All Students,2024
111434,2,6625,303,494,5828,Undergrad,2024
111434,3,5175,248,456,4471,,2024
111434,11,1450,55,38,1357,,2024
111461,1,18075,5786,5845,6444,All Students,2024
111461,2,18075,5786,5845,6444,Undergrad,2024
111461,3,15832,4496,5569,5767,,2024
111461,11,2243,1290,276,677,,2024
111513,1,219,,,219,All Students,2024
111513,2,219,,,219,Undergrad,2024
111513,3,219,,,219,,2024
111638,1,759,9,351,399,All Students,2024
111638,2,759,9,351,399,Undergrad,2024
111638,3,758,9,351,398,,2024
111638,11,1,0,0,1,,2024
111708,1,223,,,223,All Students,2024
111708,2,223,,,223,Undergrad,2024
111708,3,223,,,223,,2024
111717,1,266,,,266,All Students,2024
111717,2,266,,,266,Undergrad,2024
111717,3,266,,,266,,2024
111726,1,130,,,130,All Students,2024
111726,2,130,,,130,Undergrad,2024
111726,3,130,,,130,,2024
111744,1,162,,,162,All Students,2024
111744,2,162,,,162,Undergrad,2024
111744,3,162,,,162,,2024
111762,1,142,,,142,All Students,2024
111762,2,142,,,142,Undergrad,2024
111762,3,142,,,142,,2024
111799,1,171,,,171,All Students,2024
111799,2,171,,,171,Undergrad,2024
111799,3,171,,,171,,2024
111887,1,21859,6941,6944,7974,All Students,2024
111887,2,21859,6941,6944,7974,Undergrad,2024
111887,3,18870,5823,6531,6516,,2024
111887,11,2989,1118,413,1458,,2024
111896,1,5549,2589,798,2162,All Students,2024
111896,2,5549,2589,798,2162,Undergrad,2024
111896,3,3171,1890,486,795,,2024
111896,11,2378,699,312,1367,,2024
111920,1,12842,4782,3567,4493,All Students,2024
111920,2,12842,4782,3567,4493,Undergrad,2024
111920,3,11392,3963,3500,3929,,2024
111920,11,1450,819,67,564,,2024
111939,1,22460,11911,7024,3525,All Students,2024
111939,2,22460,11911,7024,3525,Undergrad,2024
111939,3,18132,8540,6632,2960,,2024
111939,11,4328,3371,392,565,,2024
111948,1,9760,1,71,9688,All Students,2024
111948,2,7713,1,43,7669,Undergrad,2024
111948,3,7478,1,43,7434,,2024
111948,11,235,0,0,235,,2024
111948,12,2047,0,28,2019,Graduate,2024
111966,1,852,0,473,379,All Students,2024
111966,2,282,0,150,132,Undergrad,2024
111966,3,282,0,150,132,,2024
111966,12,570,0,323,247,Graduate,2024
112075,1,3658,1429,1267,962,All Students,2024
112075,2,1544,16,733,795,Undergrad,2024
112075,3,1536,16,730,790,,2024
112075,11,8,0,3,5,,2024
112075,12,2114,1413,534,167,Graduate,2024
112084,1,96,46,43,7,All Students,2024
112084,2,89,39,43,7,Undergrad,2024
112084,3,87,38,42,7,,2024
112084,11,2,1,1,0,,2024
112084,12,7,7,0,0,Graduate,2024
112127,1,40,38,2,0,All Students,2024
112127,12,40,38,2,0,Graduate,2024
112172,1,10429,3209,3408,3812,All Students,2024
112172,2,10429,3209,3408,3812,Undergrad,2024
112172,3,8286,2767,3263,2256,,2024
112172,11,2143,442,145,1556,,2024
112181,1,114,,,114,All Students,2024
112181,2,114,,,114,Undergrad,2024
112181,3,114,,,114,,2024
112190,1,19267,5361,5451,8455,All Students,2024
112190,2,19267,5361,5451,8455,Undergrad,2024
112190,3,17348,4818,5337,7193,,2024
112190,11,1919,543,114,1262,,2024
112251,1,1771,314,0,1457,All Students,2024
112251,12,1771,314,0,1457,Graduate,2024
112260,1,1393,,,1393,All Students,2024
112260,2,1390,,,1390,Undergrad,2024
112260,3,1388,,,1388,,2024
112260,11,2,,,2,,2024
112260,12,3,,,3,Graduate,2024
112288,1,635,,,635,All Students,2024
112288,2,635,,,635,Undergrad,2024
112288,3,635,,,635,,2024
112367,1,238,,,238,All Students,2024
112367,2,238,,,238,Undergrad,2024
112367,3,226,,,226,,2024
112367,11,12,,,12,,2024
112385,1,9008,8235,222,551,All Students,2024
112385,2,9008,8235,222,551,Undergrad,2024
112385,3,7393,7065,185,143,,2024
112385,11,1615,1170,37,408,,2024
112394,1,477,285,151,41,All Students,2024
112394,2,456,264,151,41,Undergrad,2024
112394,3,455,264,151,40,,2024
112394,11,1,0,0,1,,2024
112394,12,21,21,0,0,Graduate,2024
112455,1,109,,,109,All Students,2024
112455,2,109,,,109,Undergrad,2024
112455,3,109,,,109,,2024
112525,1,3665,1,0,3664,All Students,2024
112525,12,3665,1,0,3664,Graduate,2024
112561,1,2828,916,1347,565,All Students,2024
112561,2,2828,916,1347,565,Undergrad,2024
112561,3,1984,579,1144,261,,2024
112561,11,844,337,203,304,,2024
112570,1,71,6,0,65,All Students,2024
112570,2,71,6,0,65,Undergrad,2024
112570,3,71,6,0,65,,2024
112686,1,5225,1387,1175,2663,All Students,2024
112686,2,5225,1387,1175,2663,Undergrad,2024
112686,3,3142,1218,996,928,,2024
112686,11,2083,169,179,1735,,2024
112826,1,6538,2843,1910,1785,All Students,2024
112826,2,6538,2843,1910,1785,Undergrad,2024
112826,3,5203,2227,1811,1165,,2024
112826,11,1335,616,99,620,,2024
113096,1,15744,8000,4670,3074,All Students,2024
113096,2,15744,8000,4670,3074,Undergrad,2024
113096,3,14023,6994,4471,2558,,2024
113096,11,1721,1006,199,516,,2024
113111,1,6768,2019,1875,2874,All Students,2024
113111,2,6768,2019,1875,2874,Undergrad,2024
113111,3,5687,1663,1734,2290,,2024
113111,11,1081,356,141,584,,2024
113193,1,11283,3291,3319,4673,All Students,2024
113193,2,11283,3291,3319,4673,Undergrad,2024
113193,3,7180,2321,2769,2090,,2024
113193,11,4103,970,550,2583,,2024
113218,1,8905,4026,2152,2727,All Students,2024
113218,2,8905,4026,2152,2727,Undergrad,2024
113218,3,7177,3338,2058,1781,,2024
113218,11,1728,688,94,946,,2024
113236,1,15924,3801,6095,6028,All Students,2024
113236,2,15924,3801,6095,6028,Undergrad,2024
113236,3,13354,2988,5901,4465,,2024
113236,11,2570,813,194,1563,,2024
113333,1,17425,7946,6626,2853,All Students,2024
113333,2,17425,7946,6626,2853,Undergrad,2024
113333,3,15264,6605,6360,2299,,2024
113333,11,2161,1341,266,554,,2024
113449,1,132,0,33,99,All Students,2024
113449,2,132,0,33,99,Undergrad,2024
113449,3,132,0,33,99,,2024
113573,1,12861,4122,4016,4723,All Students,2024
113573,2,12861,4122,4016,4723,Undergrad,2024
113573,3,10207,3250,3826,3131,,2024
113573,11,2654,872,190,1592,,2024
113582,1,94,3,85,6,All Students,2024
113582,2,77,2,69,6,Undergrad,2024
113582,3,77,2,69,6,,2024
113582,12,17,1,16,0,Graduate,2024
113616,1,52,,,52,All Students,2024
113616,2,25,,,25,Undergrad,2024
113616,3,25,,,25,,2024
113616,12,27,,,27,Graduate,2024
113634,1,17228,5536,6397,5295,All Students,2024
113634,2,17228,5536,6397,5295,Undergrad,2024
113634,3,15358,4493,6174,4691,,2024
113634,11,1870,1043,223,604,,2024
113698,1,1900,141,56,1703,All Students,2024
113698,2,1114,8,0,1106,Undergrad,2024
113698,3,1114,8,0,1106,,2024
113698,12,786,133,56,597,Graduate,2024
113704,1,55,0,11,44,All Students,2024
113704,12,55,0,11,44,Graduate,2024
113856,1,33677,12938,5440,15299,All Students,2024
113856,2,33677,12938,5440,15299,Undergrad,2024
113856,3,27753,8430,5268,14055,,2024
113856,11,5924,4508,172,1244,,2024
113980,1,21664,5759,7661,8244,All Students,2024
113980,2,21664,5759,7661,8244,Undergrad,2024
113980,3,19210,4795,7153,7262,,2024
113980,11,2454,964,508,982,,2024
114114,1,150,,,150,All Students,2024
114114,12,150,,,150,Graduate,2024
114266,1,9336,3378,2880,3078,All Students,2024
114266,2,9336,3378,2880,3078,Undergrad,2024
114266,3,7688,2748,2555,2385,,2024
114266,11,1648,630,325,693,,2024
114354,1,564,2,236,326,All Students,2024
114354,2,535,2,218,315,Undergrad,2024
114354,3,535,2,218,315,,2024
114354,12,29,0,18,11,Graduate,2024
114433,1,2055,1286,364,405,All Students,2024
114433,2,2055,1286,364,405,Undergrad,2024
114433,3,1828,1177,359,292,,2024
114433,11,227,109,5,113,,2024
114460,1,220,,,220,All Students,2024
114460,2,220,,,220,Undergrad,2024
114460,3,220,,,220,,2024
114549,1,915,606,309,0,All Students,2024
114549,12,915,606,309,0,Graduate,2024
114585,1,321,34,287,0,All Students,2024
114585,12,321,34,287,0,Graduate,2024
114637,1,43,,,43,All Students,2024
114637,2,43,,,43,Undergrad,2024
114637,3,43,,,43,,2024
114716,1,12949,5985,3019,3945,All Students,2024
114716,2,12949,5985,3019,3945,Undergrad,2024
114716,3,11137,5024,2819,3294,,2024
114716,11,1812,961,200,651,,2024
114734,1,89,49,0,40,All Students,2024
114734,12,89,49,0,40,Graduate,2024
114761,1,69,,,69,All Students,2024
114761,2,69,,,69,Undergrad,2024
114761,3,69,,,69,,2024
114789,1,28071,8294,7452,12325,All Students,2024
114789,2,28071,8294,7452,12325,Undergrad,2024
114789,3,21251,6071,6231,8949,,2024
114789,11,6820,2223,1221,3376,,2024
114813,1,2879,713,1598,568,All Students,2024
114813,2,1545,380,909,256,Undergrad,2024
114813,3,1544,380,909,255,,2024
114813,11,1,0,0,1,,2024
114813,12,1334,333,689,312,Graduate,2024
114840,1,1890,1132,300,458,All Students,2024
114840,12,1890,1132,300,458,Graduate,2024
114859,1,19521,6379,6968,6174,All Students,2024
114859,2,19521,6379,6968,6174,Undergrad,2024
114859,3,17121,4978,6767,5376,,2024
114859,11,2400,1401,201,798,,2024
114938,1,6083,1659,1886,2538,All Students,2024
114938,2,6083,1659,1886,2538,Undergrad,2024
114938,3,4786,1409,1664,1713,,2024
114938,11,1297,250,222,825,,2024
114947,1,186,,,186,All Students,2024
114947,2,186,,,186,Undergrad,2024
114947,3,186,,,186,,2024
115001,1,12075,3857,4633,3585,All Students,2024
115001,2,12075,3857,4633,3585,Undergrad,2024
115001,3,10509,3138,4481,2890,,2024
115001,11,1566,719,152,695,,2024
115010,1,896,0,896,0,All Students,2024
115010,2,896,0,896,0,Undergrad,2024
115010,3,896,0,896,0,,2024
115083,1,3098,1533,429,1136,All Students,2024
115083,2,271,140,77,54,Undergrad,2024
115083,3,259,130,76,53,,2024
115083,11,12,10,1,1,,2024
115083,12,2827,1393,352,1082,Graduate,2024
115126,1,10721,4277,3096,3348,All Students,2024
115126,2,10721,4277,3096,3348,Undergrad,2024
115126,3,9034,3646,2879,2509,,2024
115126,11,1687,631,217,839,,2024
115214,1,150,21,11,118,All Students,2024
115214,12,150,21,11,118,Graduate,2024
115296,1,14440,5299,4309,4832,All Students,2024
115296,2,14440,5299,4309,4832,Undergrad,2024
115296,3,12163,4557,4132,3474,,2024
115296,11,2277,742,177,1358,,2024
115357,1,164,,,164,All Students,2024
115357,2,164,,,164,Undergrad,2024
115357,3,164,,,164,,2024
115393,1,11273,1997,4082,5194,All Students,2024
115393,2,11273,1997,4082,5194,Undergrad,2024
115393,3,9453,1696,3918,3839,,2024
115393,11,1820,301,164,1355,,2024
115409,1,951,,,951,All Students,2024
115409,2,951,,,951,Undergrad,2024
115409,3,921,,,921,,2024
115409,11,30,,,30,,2024
115658,1,77,,,77,All Students,2024
115658,2,77,,,77,Undergrad,2024
115658,3,77,,,77,,2024
115746,1,833,,,833,All Students,2024
115746,12,833,,,833,Graduate,2024
115755,1,6237,548,2932,2757,All Students,2024
115755,2,5661,446,2723,2492,Undergrad,2024
115755,3,5612,398,2723,2491,,2024
115755,11,49,48,0,1,,2024
115755,12,576,102,209,265,Graduate,2024
115773,1,699,409,0,290,All Students,2024
115773,2,172,172,0,0,Undergrad,2024
115773,3,149,149,0,0,,2024
115773,11,23,23,0,0,,2024
115773,12,527,237,0,290,Graduate,2024
115861,1,8873,2521,3906,2446,All Students,2024
115861,2,8873,2521,3906,2446,Undergrad,2024
115861,3,7652,1866,3645,2141,,2024
115861,11,1221,655,261,305,,2024
115931,1,765,0,46,719,All Students,2024
115931,2,765,0,46,719,Undergrad,2024
115931,3,765,0,46,719,,2024
116226,1,102,0,54,48,All Students,2024
116226,2,97,0,54,43,Undergrad,2024
116226,3,97,0,54,43,,2024
116226,12,5,,,5,Graduate,2024
116439,1,13018,4924,5406,2688,All Students,2024
116439,2,13018,4924,5406,2688,Undergrad,2024
116439,3,10286,3211,5109,1966,,2024
116439,11,2732,1713,297,722,,2024
116563,1,157,0,30,127,All Students,2024
116563,2,157,0,30,127,Undergrad,2024
116563,3,157,0,30,127,,2024
116846,1,424,353,0,71,All Students,2024
116846,2,290,264,0,26,Undergrad,2024
116846,3,60,60,0,0,,2024
116846,11,230,204,0,26,,2024
116846,12,134,89,0,45,Graduate,2024
117052,1,8796,2876,2095,3825,All Students,2024
117052,2,8796,2876,2095,3825,Undergrad,2024
117052,3,5504,2147,1651,1706,,2024
117052,11,3292,729,444,2119,,2024
117104,1,621,224,262,135,All Students,2024
